,日期,收盘价,基差,指数,贴水率
642,2012-08-24,,,,
643,2012-08-27,,,,
644,2012-08-28,,,,
645,2012-08-29,,,,
646,2012-08-30,,,,
647,2012-08-31,,,,
648,2012-09-03,,,,
649,2012-09-04,,,,
650,2012-09-05,,,,
651,2012-09-06,,,,
652,2012-09-07,,,,
653,2012-09-10,,,,
654,2012-09-11,,,,
655,2012-09-12,,,,
656,2012-09-13,,,,
657,2012-09-14,,,,
658,2012-09-17,,,,
659,2012-09-18,,,,
660,2012-09-19,,,,
661,2012-09-20,,,,
662,2012-09-21,,,,
663,2012-09-24,,,,
664,2012-09-25,,,,
665,2012-09-26,,,,
666,2012-09-27,,,,
667,2012-09-28,,,,
668,2012-10-08,,,,
669,2012-10-09,,,,
670,2012-10-10,,,,
671,2012-10-11,,,,
672,2012-10-12,,,,
673,2012-10-15,,,,
674,2012-10-16,,,,
675,2012-10-17,,,,
676,2012-10-18,,,,
677,2012-10-19,,,,
678,2012-10-22,,,,
679,2012-10-23,,,,
680,2012-10-24,,,,
681,2012-10-25,,,,
682,2012-10-26,,,,
683,2012-10-29,,,,
684,2012-10-30,,,,
685,2012-10-31,,,,
686,2012-11-01,,,,
687,2012-11-02,,,,
688,2012-11-05,,,,
689,2012-11-06,,,,
690,2012-11-07,,,,
691,2012-11-08,,,,
692,2012-11-09,,,,
693,2012-11-12,,,,
694,2012-11-13,,,,
695,2012-11-14,,,,
696,2012-11-15,,,,
697,2012-11-16,,,,
698,2012-11-19,,,,
699,2012-11-20,,,,
700,2012-11-21,,,,
701,2012-11-22,,,,
702,2012-11-23,,,,
703,2012-11-26,,,,
704,2012-11-27,,,,
705,2012-11-28,,,,
706,2012-11-29,,,,
707,2012-11-30,,,,
708,2012-12-03,,,,
709,2012-12-04,,,,
710,2012-12-05,,,,
711,2012-12-06,,,,
712,2012-12-07,,,,
713,2012-12-10,,,,
714,2012-12-11,,,,
715,2012-12-12,,,,
716,2012-12-13,,,,
717,2012-12-14,,,,
718,2012-12-17,,,,
719,2012-12-18,,,,
720,2012-12-19,,,,
721,2012-12-20,,,,
722,2012-12-21,,,,
723,2012-12-24,,,,
724,2012-12-25,,,,
725,2012-12-26,,,,
726,2012-12-27,,,,
727,2012-12-28,,,,
728,2012-12-31,,,,
729,2013-01-04,,,,
730,2013-01-07,,,,
731,2013-01-08,,,,
732,2013-01-09,,,,
733,2013-01-10,,,,
734,2013-01-11,,,,
735,2013-01-14,,,,
736,2013-01-15,,,,
737,2013-01-16,,,,
738,2013-01-17,,,,
739,2013-01-18,,,,
740,2013-01-21,,,,
741,2013-01-22,,,,
742,2013-01-23,,,,
743,2013-01-24,,,,
744,2013-01-25,,,,
745,2013-01-28,,,,
746,2013-01-29,,,,
747,2013-01-30,,,,
748,2013-01-31,,,,
749,2013-02-01,,,,
750,2013-02-04,,,,
751,2013-02-05,,,,
752,2013-02-06,,,,
753,2013-02-07,,,,
754,2013-02-08,,,,
755,2013-02-18,,,,
756,2013-02-19,,,,
757,2013-02-20,,,,
758,2013-02-21,,,,
759,2013-02-22,,,,
760,2013-02-25,,,,
761,2013-02-26,,,,
762,2013-02-27,,,,
763,2013-02-28,,,,
764,2013-03-01,,,,
765,2013-03-04,,,,
766,2013-03-05,,,,
767,2013-03-06,,,,
768,2013-03-07,,,,
769,2013-03-08,,,,
770,2013-03-11,,,,
771,2013-03-12,,,,
772,2013-03-13,,,,
773,2013-03-14,,,,
774,2013-03-15,,,,
775,2013-03-18,,,,
776,2013-03-19,,,,
777,2013-03-20,,,,
778,2013-03-21,,,,
779,2013-03-22,,,,
780,2013-03-25,,,,
781,2013-03-26,,,,
782,2013-03-27,,,,
783,2013-03-28,,,,
784,2013-03-29,,,,
785,2013-04-01,,,,
786,2013-04-02,,,,
787,2013-04-03,,,,
788,2013-04-08,,,,
789,2013-04-09,,,,
790,2013-04-10,,,,
791,2013-04-11,,,,
792,2013-04-12,,,,
793,2013-04-15,,,,
794,2013-04-16,,,,
795,2013-04-17,,,,
796,2013-04-18,,,,
797,2013-04-19,,,,
798,2013-04-22,,,,
799,2013-04-23,,,,
800,2013-04-24,,,,
801,2013-04-25,,,,
802,2013-04-26,,,,
803,2013-05-02,,,,
804,2013-05-03,,,,
805,2013-05-06,,,,
806,2013-05-07,,,,
807,2013-05-08,,,,
808,2013-05-09,,,,
809,2013-05-10,,,,
810,2013-05-13,,,,
811,2013-05-14,,,,
812,2013-05-15,,,,
813,2013-05-16,,,,
814,2013-05-17,,,,
815,2013-05-20,,,,
816,2013-05-21,,,,
817,2013-05-22,,,,
818,2013-05-23,,,,
819,2013-05-24,,,,
820,2013-05-27,,,,
821,2013-05-28,,,,
822,2013-05-29,,,,
823,2013-05-30,,,,
824,2013-05-31,,,,
825,2013-06-03,,,,
826,2013-06-04,,,,
827,2013-06-05,,,,
828,2013-06-06,,,,
829,2013-06-07,,,,
830,2013-06-13,,,,
831,2013-06-14,,,,
832,2013-06-17,,,,
833,2013-06-18,,,,
834,2013-06-19,,,,
835,2013-06-20,,,,
836,2013-06-21,,,,
837,2013-06-24,,,,
838,2013-06-25,,,,
839,2013-06-26,,,,
840,2013-06-27,,,,
841,2013-06-28,,,,
842,2013-07-01,,,,
843,2013-07-02,,,,
844,2013-07-03,,,,
845,2013-07-04,,,,
846,2013-07-05,,,,
847,2013-07-08,,,,
848,2013-07-09,,,,
849,2013-07-10,,,,
850,2013-07-11,,,,
851,2013-07-12,,,,
852,2013-07-15,,,,
853,2013-07-16,,,,
854,2013-07-17,,,,
855,2013-07-18,,,,
856,2013-07-19,,,,
857,2013-07-22,,,,
858,2013-07-23,,,,
859,2013-07-24,,,,
860,2013-07-25,,,,
861,2013-07-26,,,,
862,2013-07-29,,,,
863,2013-07-30,,,,
864,2013-07-31,,,,
865,2013-08-01,,,,
866,2013-08-02,,,,
867,2013-08-05,,,,
868,2013-08-06,,,,
869,2013-08-07,,,,
870,2013-08-08,,,,
871,2013-08-09,,,,
872,2013-08-12,,,,
873,2013-08-13,,,,
874,2013-08-14,,,,
875,2013-08-15,,,,
876,2013-08-16,,,,
877,2013-08-19,,,,
878,2013-08-20,,,,
879,2013-08-21,,,,
880,2013-08-22,,,,
881,2013-08-23,,,,
882,2013-08-26,,,,
883,2013-08-27,,,,
884,2013-08-28,,,,
885,2013-08-29,,,,
886,2013-08-30,,,,
887,2013-09-02,,,,
888,2013-09-03,,,,
889,2013-09-04,,,,
890,2013-09-05,,,,
891,2013-09-06,,,,
892,2013-09-09,,,,
893,2013-09-10,,,,
894,2013-09-11,,,,
895,2013-09-12,,,,
896,2013-09-13,,,,
897,2013-09-16,,,,
898,2013-09-17,,,,
899,2013-09-18,,,,
900,2013-09-23,,,,
901,2013-09-24,,,,
902,2013-09-25,,,,
903,2013-09-26,,,,
904,2013-09-27,,,,
905,2013-09-30,,,,
906,2013-10-08,,,,
907,2013-10-09,,,,
908,2013-10-10,,,,
909,2013-10-11,,,,
910,2013-10-14,,,,
911,2013-10-15,,,,
912,2013-10-16,,,,
913,2013-10-17,,,,
914,2013-10-18,,,,
915,2013-10-21,,,,
916,2013-10-22,,,,
917,2013-10-23,,,,
918,2013-10-24,,,,
919,2013-10-25,,,,
920,2013-10-28,,,,
921,2013-10-29,,,,
922,2013-10-30,,,,
923,2013-10-31,,,,
924,2013-11-01,,,,
925,2013-11-04,,,,
926,2013-11-05,,,,
927,2013-11-06,,,,
928,2013-11-07,,,,
929,2013-11-08,,,,
930,2013-11-11,,,,
931,2013-11-12,,,,
932,2013-11-13,,,,
933,2013-11-14,,,,
934,2013-11-15,,,,
935,2013-11-18,,,,
936,2013-11-19,,,,
937,2013-11-20,,,,
938,2013-11-21,,,,
939,2013-11-22,,,,
940,2013-11-25,,,,
941,2013-11-26,,,,
942,2013-11-27,,,,
943,2013-11-28,,,,
944,2013-11-29,,,,
945,2013-12-02,,,,
946,2013-12-03,,,,
947,2013-12-04,,,,
948,2013-12-05,,,,
949,2013-12-06,,,,
950,2013-12-09,,,,
951,2013-12-10,,,,
952,2013-12-11,,,,
953,2013-12-12,,,,
954,2013-12-13,,,,
955,2013-12-16,,,,
956,2013-12-17,,,,
957,2013-12-18,,,,
958,2013-12-19,,,,
959,2013-12-20,,,,
960,2013-12-23,,,,
961,2013-12-24,,,,
962,2013-12-25,,,,
963,2013-12-26,,,,
964,2013-12-27,,,,
965,2013-12-30,,,,
966,2013-12-31,,,,
967,2014-01-02,,,,
968,2014-01-03,,,,
969,2014-01-06,,,,
970,2014-01-07,,,,
971,2014-01-08,,,,
972,2014-01-09,,,,
973,2014-01-10,,,,
974,2014-01-13,,,,
975,2014-01-14,,,,
976,2014-01-15,,,,
977,2014-01-16,,,,
978,2014-01-17,,,,
979,2014-01-20,,,,
980,2014-01-21,,,,
981,2014-01-22,,,,
982,2014-01-23,,,,
983,2014-01-24,,,,
984,2014-01-27,,,,
985,2014-01-28,,,,
986,2014-01-29,,,,
987,2014-01-30,,,,
988,2014-02-07,,,,
989,2014-02-10,,,,
990,2014-02-11,,,,
991,2014-02-12,,,,
992,2014-02-13,,,,
993,2014-02-14,,,,
994,2014-02-17,,,,
995,2014-02-18,,,,
996,2014-02-19,,,,
997,2014-02-20,,,,
998,2014-02-21,,,,
999,2014-02-24,,,,
1000,2014-02-25,,,,
1001,2014-02-26,,,,
1002,2014-02-27,,,,
1003,2014-02-28,,,,
1004,2014-03-03,,,,
1005,2014-03-04,,,,
1006,2014-03-05,,,,
1007,2014-03-06,,,,
1008,2014-03-07,,,,
1009,2014-03-10,,,,
1010,2014-03-11,,,,
1011,2014-03-12,,,,
1012,2014-03-13,,,,
1013,2014-03-14,,,,
1014,2014-03-17,,,,
1015,2014-03-18,,,,
1016,2014-03-19,,,,
1017,2014-03-20,,,,
1018,2014-03-21,,,,
1019,2014-03-24,,,,
1020,2014-03-25,,,,
1021,2014-03-26,,,,
1022,2014-03-27,,,,
1023,2014-03-28,,,,
1024,2014-03-31,,,,
1025,2014-04-01,,,,
1026,2014-04-02,,,,
1027,2014-04-03,,,,
1028,2014-04-04,,,,
1029,2014-04-08,,,,
1030,2014-04-09,,,,
1031,2014-04-10,,,,
1032,2014-04-11,,,,
1033,2014-04-14,,,,
1034,2014-04-15,,,,
1035,2014-04-16,,,,
1036,2014-04-17,,,,
1037,2014-04-18,,,,
1038,2014-04-21,,,,
1039,2014-04-22,,,,
1040,2014-04-23,,,,
1041,2014-04-24,,,,
1042,2014-04-25,,,,
1043,2014-04-28,,,,
1044,2014-04-29,,,,
1045,2014-04-30,,,,
1046,2014-05-05,,,,
1047,2014-05-06,,,,
1048,2014-05-07,,,,
1049,2014-05-08,,,,
1050,2014-05-09,,,,
1051,2014-05-12,,,,
1052,2014-05-13,,,,
1053,2014-05-14,,,,
1054,2014-05-15,,,,
1055,2014-05-16,,,,
1056,2014-05-19,,,,
1057,2014-05-20,,,,
1058,2014-05-21,,,,
1059,2014-05-22,,,,
1060,2014-05-23,,,,
1061,2014-05-26,,,,
1062,2014-05-27,,,,
1063,2014-05-28,,,,
1064,2014-05-29,,,,
1065,2014-05-30,,,,
1066,2014-06-03,,,,
1067,2014-06-04,,,,
